iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population
FRO,Europe,Faroe Islands,2023-11-30,34658.0,0.0,28.0,0.0,,,,,,,,,,,,35.31,,,80.67,,53117
GRL,North America,Greenland,2021-12-28,2141.0,0.0,1.0,0.0,,,,,,,,,,,36.3,0.14,,,71.7,,56494
WSM,Oceania,Samoa,2021-04-13,1.0,0.0,0.0,0.0,,,,,,,,,,,,69.41,6021.56,,73.32,0.72,222390
SHN,Africa,Saint Helena,2023-08-03,2166.0,0.0,0.0,0.0,,,,,,,,,,,,,,,80.56,,5401
COG,Africa,Congo,2022-05-30,24052.0,0.0,385.0,0.0,,,,,,,,,,,35.76,15.4,4881.41,,64.57,0.57,5970430
COK,Oceania,Cook Islands,2023-08-15,7152.0,0.0,2.0,0.0,,,,,,,,,,,,,,,76.25,,17032
DZA,Africa,Algeria,2022-01-14,221742.0,0.0,6330.0,0.0,,,,,,,,,,,33.72,17.35,13913.84,1.9,76.88,0.75,44903228
JEY,Europe,Jersey,2021-03-27,3210.0,0.0,69.0,0.0,,,,,,,,,,,,,,,,,110796
PAK,Asia,Pakistan,2021-03-20,602536.0,0.0,13476.0,0.0,,,0.08,13.3,tests performed,,,,,,50.46,255.57,5034.71,0.6,67.27,0.56,235824864
CPV,Africa,Cape Verde,2021-01-02,11698.0,0.0,112.0,0.0,,228.0,,,tests performed,,,,,,64.81,135.58,6222.55,2.1,72.98,0.66,593162
VIR,North America,United States Virgin Islands,2021-03-13,2714.0,0.0,25.0,0.0,37830.0,61.0,0.05,20.8,tests performed,,,,,,,306.48,,,80.58,,99479
MRT,Africa,Mauritania,2020-04-07,6.0,0.0,149.0,0.0,114.0,,,,tests performed,,,,,,77.78,4.29,3597.63,,64.92,0.55,4736146
YEM,Asia,Yemen,2023-07-12,11945.0,0.0,2159.0,0.0,,,,,,,,,,,,53.51,1479.15,0.7,66.12,0.47,33696612
MTQ,North America,Martinique,2021-06-22,12199.0,0.0,98.0,0.0,,,,,,,,,,,,,,,82.54,,367512
GUF,South America,French Guiana,2021-04-23,18081.0,0.0,95.0,0.0,,,,,,,,,,,,,,,79.95,,304568
VNM,Asia,Vietnam,2023-11-30,11624000.0,0.0,43206.0,0.0,,,,,,,,,,,,308.13,6171.88,2.6,75.4,0.7,98186856
ISR,Asia,Israel,2022-09-01,4630220.0,0.0,11635.0,0.0,,,,,,18231007.0,6720270.0,6155407.0,5355330.0,284.0,14.81,402.61,33132.32,2.99,82.97,0.92,9449000
MDV,Asia,Maldives,2022-10-14,185125.0,0.0,308.0,0.0,,,,,,,,,,,,1454.43,15183.62,,78.92,0.74,523798
OMN,Asia,Oman,2020-01-24,0.0,0.0,0.0,0.0,,,,,,,,,,,5.56,14.98,37960.71,1.6,77.86,0.81,4576300
OMN,Asia,Oman,2022-08-30,397993.0,0.0,4628.0,0.0,,,,,,,,,,,11.11,14.98,37960.71,1.6,77.86,0.81,4576300
OWID_SCT,Europe,Scotland,2020-05-06,,,,,,,,,,,,,,,,,,,,,5466000
CHE,Europe,Switzerland,2022-10-03,4103894.0,0.0,13610.0,0.0,,,,,,16022613.0,6092695.0,,4039020.0,,5.56,214.24,57410.17,4.53,83.78,0.96,8740471
NER,Africa,Niger,2023-05-18,9513.0,0.0,315.0,0.0,,,,,,,,,,,,16.95,926.0,0.3,62.42,0.39,26207982
CAF,Africa,Central African Republic,2023-05-23,15367.0,0.0,113.0,0.0,,,,,,,,,,,,7.48,661.24,1.0,53.28,0.4,5579148
ARM,Asia,Armenia,2024-02-27,451804.0,0.0,8776.0,0.0,,,,,,,,,,,,102.93,8787.58,4.2,75.09,0.78,2780472
TON,Oceania,Tonga,2020-06-10,0.0,0.0,0.0,0.0,,,,,,,,,,,47.22,150.03,5425.62,2.6,70.91,0.72,106867
BEN,Africa,Benin,2020-03-24,2.0,0.0,0.0,0.0,,,,,,,,,,,27.78,99.11,2064.24,0.5,61.77,0.55,13352864
PNG,Oceania,Papua New Guinea,2022-05-17,44181.0,0.0,651.0,0.0,,,,,,,,,,,40.52,18.22,3823.19,,64.5,0.56,10142625
LVA,Europe,Latvia,2021-04-25,115314.0,3982.0,2264.0,52.0,2169294.0,5439.0,0.04,23.4,tests performed,269133.0,228993.0,40185.0,7.0,1402.0,56.48,31.21,25063.85,5.57,75.29,0.87,1850654
SPM,North America,Saint Pierre and Miquelon,2022-05-31,2750.0,0.0,1.0,0.0,,,,,,,,,,,,,,,81.07,,5885
ATG,North America,Antigua and Barbuda,2022-04-24,7571.0,36.0,135.0,0.0,,,,,,,,,,,,231.84,21490.94,3.8,77.02,0.78,93772
ERI,Africa,Eritrea,2022-10-25,10185.0,0.0,103.0,0.0,,,,,,,,,,,,44.3,1510.46,0.7,66.32,0.46,3684041
NRU,Oceania,Nauru,2022-07-27,4402.0,0.0,1.0,0.0,,,,,,,,,,,,682.45,12895.64,5.0,59.96,,12691
GNB,Africa,Guinea-Bissau,2021-06-13,3803.0,16.0,69.0,1.0,,,,,,,,,,,,66.19,1548.68,,58.32,0.48,2105580
CYM,North America,Cayman Islands,2020-04-04,8.0,0.0,1.0,0.0,,,,,,,,,,,,256.5,49903.03,,83.92,,68722
BEN,Africa,Benin,2021-12-24,24907.0,0.0,161.0,0.0,,,,,,,,,,,50.0,99.11,2064.24,0.5,61.77,0.55,13352864
LBY,Africa,Libya,2021-04-04,161088.0,4972.0,2684.0,82.0,,6547.0,,,samples tested,,,,,,79.63,3.62,17881.51,3.7,72.91,0.72,6812344
TZA,Africa,Tanzania,2023-06-08,43078.0,0.0,846.0,0.0,,,,,,,,,,,,64.7,2683.3,0.7,65.46,0.53,65497752
MUS,Africa,Mauritius,2020-08-20,346.0,0.0,10.0,0.0,,,,,,,,,,,22.22,622.96,20292.74,3.4,74.99,0.8,1299478
VNM,Asia,Vietnam,2022-07-10,10754348.0,6221.0,43089.0,1.0,,,,,,,,,,,25.93,308.13,6171.88,2.6,75.4,0.7,98186856
CUW,North America,Curacao,2020-12-24,3823.0,0.0,11.0,0.0,,,,,,,,,,,,362.64,,,78.88,,191173
GLP,North America,Guadeloupe,2021-05-31,16874.0,0.0,255.0,0.0,,,,,,,,,,,,,,,82.14,,395762
STP,Africa,Sao Tome and Principe,2022-07-23,6079.0,0.0,74.0,0.0,,,,,,,,,,,,212.84,3052.71,2.9,70.39,0.62,227393
CRI,North America,Costa Rica,2023-09-24,1230552.0,0.0,9366.0,0.0,,,,,,,,,,,,96.08,15525.0,1.13,80.28,0.81,5180836
BES,North America,Bonaire Sint Eustatius and Saba,2022-05-31,10076.0,0.0,35.0,0.0,,,,,,,,,,,,,,,77.79,,27052
CRI,North America,Costa Rica,2023-10-11,1230552.0,0.0,9366.0,0.0,,,,,,,,,,,,96.08,15525.0,1.13,80.28,0.81,5180836
TLS,Asia,East Timor,2023-02-08,23416.0,0.0,138.0,0.0,,,,,,,,,,,,87.18,6570.1,5.9,69.5,0.61,1341298
LIE,Europe,Liechtenstein,2023-10-15,21497.0,3.0,87.0,0.0,,,,,,,,,,,,237.01,,2.4,82.49,0.92,39355
UKR,Europe,Ukraine,2020-04-25,5438.0,0.0,85.0,0.0,,,0.1,10.5,tests performed,,,,,,88.89,77.39,7894.39,8.8,72.06,0.78,39701744
FLK,South America,Falkland Islands,2021-07-07,60.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.44,,3801
NIC,North America,Nicaragua,2022-05-29,14508.0,35.0,238.0,1.0,,,,,,,,,,,13.89,51.67,5321.44,0.9,74.48,0.66,6948395
TCA,North America,Turks and Caicos Islands,2024-01-02,6710.0,0.0,40.0,0.0,,,,,,,,,,,,37.31,,,80.22,,45726
IRL,Europe,Ireland,2023-08-09,1715474.0,0.0,9127.0,0.0,,,,,,11130631.0,4110812.0,4065052.0,3196070.0,12.0,,69.87,67335.29,2.96,82.3,0.96,5023108
HRV,Europe,Croatia,2020-07-01,2624.0,0.0,107.0,0.0,80456.0,1352.0,0.07,15.2,people tested,,,,,,54.63,73.73,22669.8,5.54,78.49,0.85,4030361
GHA,Africa,Ghana,2021-03-16,88421.0,0.0,705.0,0.0,964174.0,2430.0,0.06,16.4,tests performed,,,,,,50.93,126.72,4227.63,0.9,64.07,0.61,33475870
PER,South America,Peru,2023-03-25,4489147.0,0.0,219637.0,0.0,,,,,,88588578.0,30412832.0,28591412.0,29584334.0,20328.0,,25.13,12236.71,1.6,76.74,0.78,34049588
ARG,South America,Argentina,2020-06-18,40388.0,0.0,2122.0,0.0,330859.0,10491.0,0.23,4.3,tests performed,,,,,,88.89,16.18,18933.91,5.0,76.67,0.84,45510324
SSD,Africa,South Sudan,2024-07-24,18823.0,0.0,147.0,0.0,,,,,,,,,,,,,1569.89,,57.85,0.43,10913172
VAT,Europe,Vatican,2021-06-29,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,75.12,,808
COK,Oceania,Cook Islands,2022-02-17,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,76.25,,17032
PRT,Europe,Portugal,2020-01-23,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,112.37,27936.9,3.39,82.05,0.86,10270857
LIE,Europe,Liechtenstein,2022-12-24,21212.0,0.0,87.0,0.0,,,,,,,,,,,11.11,237.01,,2.4,82.49,0.92,39355
BLR,Europe,Belarus,2023-05-07,994037.0,0.0,7118.0,0.0,,,,,,,,,,,,46.86,17167.97,11.0,74.79,0.82,9534956
ECU,South America,Ecuador,2023-04-13,1059529.0,0.0,36017.0,0.0,,,,,,,,,,,,66.94,10581.94,1.5,77.01,0.76,18001002
ECU,South America,Ecuador,2023-10-18,1062463.0,0.0,36019.0,0.0,,,,,,,,,,,,66.94,10581.94,1.5,77.01,0.76,18001002
MKD,Europe,North Macedonia,2022-09-04,340894.0,1069.0,9824.0,12.0,,,,,,1861054.0,854256.0,837783.0,161025.0,,,82.6,13111.21,4.28,75.8,0.77,2093606
MDA,Europe,Moldova,2021-03-07,194605.0,9749.0,4350.0,167.0,,2078.0,0.35,2.8,tests performed,,,,,,73.15,123.66,5189.97,5.8,71.9,0.75,3272993
JPN,Asia,Japan,2021-08-11,1031296.0,0.0,15280.0,0.0,18506602.0,128856.0,0.16,6.2,people tested,113952150.0,64173189.0,49778961.0,,1241198.0,50.46,347.78,39002.22,13.05,84.63,0.92,123951696
EST,Europe,Estonia,2024-02-10,609829.0,0.0,2991.0,0.0,,,,,,2170418.0,870141.0,862677.0,658316.0,7.0,,31.03,29481.25,4.69,78.74,0.89,1326064
SAU,Asia,Saudi Arabia,2021-07-10,491612.0,0.0,7863.0,0.0,22993073.0,96616.0,0.01,83.4,tests performed,19586965.0,17384949.0,2202016.0,,189969.0,53.7,15.32,49045.41,2.7,75.13,0.85,36408824
MDV,Asia,Maldives,2024-01-17,186694.0,0.0,316.0,0.0,,,,,,,,,,,,1454.43,15183.62,,78.92,0.74,523798
OWID_NIR,Europe,Northern Ireland,2020-12-19,,,,,,,,,,,,,,,,,,,,,1896000
MEX,North America,Mexico,2022-08-24,7048353.0,0.0,329990.0,0.0,,,,,,,,,,,33.33,66.44,17336.47,1.38,75.05,0.78,127504120
VUT,Oceania,Vanuatu,2020-08-26,0.0,0.0,0.0,0.0,,,,,,,,,,,29.63,22.66,2921.91,,70.47,0.61,326744
GUY,South America,Guyana,2020-03-22,5.0,4.0,1.0,0.0,,,,,,,,,,,41.67,3.95,7435.05,1.6,69.91,0.68,808727
BRB,North America,Barbados,2023-05-11,107566.0,0.0,589.0,0.0,,,,,,,,,,,,664.46,16978.07,5.8,79.19,0.81,281646
PRK,Asia,North Korea,2020-09-30,0.0,0.0,0.0,0.0,,,,,samples tested,,,,,,,211.7,,13.2,72.27,,26069416
YEM,Asia,Yemen,2020-07-23,1585.0,0.0,444.0,0.0,,,,,,,,,,,31.48,53.51,1479.15,0.7,66.12,0.47,33696612
TGO,Africa,Togo,2023-08-04,39510.0,0.0,290.0,0.0,,,,,,,,,,,,143.37,1429.81,0.7,61.04,0.52,8848700
GEO,Asia,Georgia,2023-06-04,1844200.0,533.0,17089.0,3.0,,,,,,,,,,,,65.03,9745.08,2.6,73.77,0.81,3744385
GRL,North America,Greenland,2023-09-25,11971.0,0.0,21.0,0.0,,,,,,,,,,,,0.14,,,71.7,,56494
LUX,Europe,Luxembourg,2022-04-24,257540.0,5108.0,834.0,5.0,4217861.0,452.0,0.33,3.0,tests performed,1285473.0,480624.0,,373379.0,10.0,24.67,231.45,94277.96,4.51,82.25,0.92,647601
MDV,Asia,Maldives,2020-07-15,2731.0,0.0,13.0,0.0,53709.0,680.0,0.06,18.0,samples tested,,,,,,,1454.43,15183.62,,78.92,0.74,523798
GUF,South America,French Guiana,2021-03-20,16764.0,0.0,87.0,0.0,,,,,,,,,,,,,,,79.95,,304568
TLS,Asia,East Timor,2023-06-14,23456.0,0.0,138.0,0.0,,,,,,,,,,,,87.18,6570.1,5.9,69.5,0.61,1341298
ISR,Asia,Israel,2022-02-03,2782661.0,0.0,8889.0,0.0,44104527.0,187254.0,0.27,3.8,people tested,17959271.0,6703834.0,6115741.0,5139696.0,10291.0,45.1,402.61,33132.32,2.99,82.97,0.92,9449000
BEN,Africa,Benin,2020-07-05,1199.0,50.0,21.0,5.0,,,,,,,,,,,41.67,99.11,2064.24,0.5,61.77,0.55,13352864
OMN,Asia,Oman,2022-04-27,389036.0,0.0,4624.0,0.0,,,0.04,27.7,tests performed,7039789.0,,3030281.0,747831.0,,26.71,14.98,37960.71,1.6,77.86,0.81,4576300
MHL,Oceania,Marshall Islands,2021-03-29,4.0,0.0,0.0,0.0,,,0.0,,tests performed,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
URY,South America,Uruguay,2022-05-13,902540.0,0.0,7213.0,0.0,,,,,,8282819.0,2994421.0,2875968.0,2412430.0,20700.0,13.89,19.75,20551.41,2.8,77.91,0.82,3422796
SLV,North America,El Salvador,2024-07-18,201908.0,0.0,4230.0,0.0,,,,,,,,,,,,307.81,7292.46,1.3,73.32,0.67,6336393
MHL,Oceania,Marshall Islands,2020-01-23,0.0,0.0,0.0,0.0,,,,,,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
RUS,Europe,Russia,2020-12-06,2460770.0,191454.0,43141.0,3614.0,79771767.0,448667.0,0.06,17.7,tests performed,,,,,,47.69,8.82,24765.95,8.05,72.58,0.82,144713312
JEY,Europe,Jersey,2023-05-03,66391.0,0.0,161.0,0.0,,,,,,,,,,,,,,,,,110796
NZL,Oceania,New Zealand,2024-04-16,2582892.0,0.0,3944.0,0.0,,,,,,,,,,,,18.21,36085.84,2.61,82.29,0.93,5185289
ROU,Europe,Romania,2023-02-18,3331005.0,0.0,67650.0,0.0,,,,,,,,,,,,85.13,23313.2,6.89,76.05,0.83,19659270
CUB,North America,Cuba,2023-09-01,1113594.0,0.0,8530.0,0.0,,,,,,45612307.0,10768244.0,10031582.0,8771682.0,2477.0,,110.41,,5.2,78.8,0.78,11212198
BDI,Africa,Burundi,2023-08-26,54239.0,0.0,15.0,0.0,,,,,,,,,,,,423.06,702.22,0.8,61.58,0.43,12889583
URY,South America,Uruguay,2020-03-21,4.0,0.0,0.0,0.0,,,,,,,,,,,54.63,19.75,20551.41,2.8,77.91,0.82,3422796
ISL,Europe,Iceland,2022-09-14,203142.0,0.0,117.0,0.0,,,,,,,,,,,11.11,3.4,46482.96,2.91,82.99,0.95,372903
ARG,South America,Argentina,2021-07-25,4929412.0,88348.0,110905.0,1367.0,19204895.0,51252.0,0.14,7.1,tests performed,30725473.0,24500288.0,6224534.0,619.0,133929.0,75.0,16.18,18933.91,5.0,76.67,0.84,45510324
CAN,North America,Canada,2024-05-03,4807568.0,0.0,55090.0,0.0,,,,,,102525024.0,,,34603387.0,2796.0,,4.04,44017.59,2.5,82.43,0.93,38454328
KNA,North America,Saint Kitts and Nevis,2021-03-17,43.0,0.0,0.0,0.0,,,,,,,,,,,,212.86,24654.38,2.3,76.23,0.78,47681
PAK,Asia,Pakistan,2021-07-30,1001875.0,0.0,22971.0,0.0,15936674.0,,0.08,11.8,tests performed,28743225.0,22638911.0,,,867226.0,69.44,255.57,5034.71,0.6,67.27,0.56,235824864
GBR,Europe,United Kingdom,2020-01-05,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,272.9,39753.24,2.54,81.32,0.93,67508936
SOM,Africa,Somalia,2021-11-19,22837.0,0.0,1313.0,0.0,,,,,,,,,,,37.96,23.5,,0.9,57.4,,17597508
CUB,North America,Cuba,2021-09-03,634161.0,0.0,5067.0,0.0,,,,,,14572560.0,5797251.0,4091506.0,,,71.76,110.41,,5.2,78.8,0.78,11212198
TUV,Oceania,Tuvalu,2021-08-26,0.0,0.0,0.0,0.0,,,,,,10692.0,6167.0,4525.0,,,,373.07,3575.1,,67.57,,11335
CAF,Africa,Central African Republic,2023-04-14,15367.0,0.0,113.0,0.0,,,,,,,,,,,,7.48,661.24,1.0,53.28,0.4,5579148
FSM,Oceania,Micronesia (country),2022-04-11,0.0,0.0,0.0,0.0,,,,,,,,,,,,150.78,3299.46,,67.88,0.62,114178
SGP,Asia,Singapore,2023-01-17,2211546.0,0.0,1712.0,0.0,,,,,,,5159528.0,5118790.0,,,,7915.73,85535.38,2.4,83.62,0.94,5637022
BLM,North America,Saint Barthelemy,2021-10-06,1649.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,10994
CPV,Africa,Cape Verde,2021-07-20,33270.0,0.0,295.0,0.0,,,,,tests performed,,,,,,59.26,135.58,6222.55,2.1,72.98,0.66,593162
CPV,Africa,Cape Verde,2023-02-27,63241.0,0.0,413.0,0.0,,,,,,,,,,,,135.58,6222.55,2.1,72.98,0.66,593162
MDG,Africa,Madagascar,2023-09-28,68344.0,0.0,1425.0,0.0,,,,,,,,,,,,43.95,1416.44,0.2,67.04,0.53,29611718
COL,South America,Colombia,2024-04-07,6384735.0,160.0,142727.0,0.0,,,,,,,,,,,,44.22,13254.95,1.71,77.29,0.77,51874028
CPV,Africa,Cape Verde,2024-04-29,64474.0,0.0,417.0,0.0,,,,,,,,,,,,135.58,6222.55,2.1,72.98,0.66,593162
LKA,Asia,Sri Lanka,2020-08-30,3012.0,65.0,12.0,0.0,226111.0,2129.0,0.0,300.3,tests performed,,,,,,40.74,341.96,11669.08,3.6,76.98,0.78,21832150
ISL,Europe,Iceland,2020-10-08,2994.0,0.0,10.0,0.0,145926.0,3479.0,,,tests performed,,,,,,40.74,3.4,46482.96,2.91,82.99,0.95,372903
COL,South America,Colombia,2022-09-25,6306552.0,990.0,141769.0,23.0,,,,,,,,,,,19.44,44.22,13254.95,1.71,77.29,0.77,51874028
LAO,Asia,Laos,2022-03-13,146328.0,2173.0,640.0,11.0,,,0.42,2.4,tests performed,,,,,,71.35,29.72,6397.36,1.5,67.92,0.61,7529477
BHS,North America,Bahamas,2023-06-27,38084.0,0.0,844.0,0.0,,,,,,,,,,,,39.5,27717.85,2.9,73.92,0.81,409989
GIN,Africa,Guinea,2022-09-05,37652.0,0.0,449.0,0.0,,,,,,,,,,,40.79,51.76,1998.93,0.3,61.6,0.48,13859349
DJI,Africa,Djibouti,2024-02-25,15690.0,0.0,189.0,0.0,,,,,,,,,,,,41.28,2705.41,1.4,67.11,0.52,1120851
THA,Asia,Thailand,2021-01-25,13500.0,0.0,73.0,0.0,2231788.0,17462.0,0.01,119.7,tests performed,,,,,,52.78,135.13,16277.67,2.1,77.15,0.78,71697024
IND,Asia,India,2022-07-29,43888755.0,0.0,526033.0,0.0,,,,,,2036654672.0,1021025081.0,932013360.0,83616231.0,3718481.0,37.04,450.42,6426.67,0.53,69.66,0.64,1417173120
SVK,Europe,Slovakia,2020-08-19,2902.0,0.0,31.0,0.0,304033.0,3435.0,0.02,47.6,tests performed,,,,,,33.33,113.13,30155.15,5.82,77.54,0.86,5643455
TGO,Africa,Togo,2021-06-21,13715.0,0.0,127.0,0.0,353754.0,902.0,0.02,66.1,tests performed,,,,,,53.7,143.37,1429.81,0.7,61.04,0.52,8848700
REU,Africa,Reunion,2022-07-24,433472.0,4235.0,831.0,6.0,,,,,,,,,,,,,,,80.48,,974062
GEO,Asia,Georgia,2021-06-17,353965.0,0.0,5048.0,0.0,3950850.0,31350.0,0.02,41.6,tests performed,221156.0,146661.0,74495.0,,4414.0,64.81,65.03,9745.08,2.6,73.77,0.81,3744385
SLV,North America,El Salvador,2022-08-06,190818.0,0.0,4194.0,0.0,,,,,,,,,,,24.82,307.81,7292.46,1.3,73.32,0.67,6336393
CMR,Africa,Cameroon,2023-02-18,124328.0,0.0,1965.0,0.0,,,,,,,,,,,,50.88,3364.93,1.3,59.29,0.56,27914542
MHL,Oceania,Marshall Islands,2022-09-11,15072.0,9.0,17.0,0.0,,,,,,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
MDG,Africa,Madagascar,2024-07-10,68562.0,0.0,1427.0,0.0,,,,,,,,,,,,43.95,1416.44,0.2,67.04,0.53,29611718
TUR,Asia,Turkey,2020-03-13,0.0,0.0,0.0,0.0,,,,,,,,,,,23.15,104.91,25129.34,2.81,77.69,0.82,85341248
TWN,Asia,Taiwan,2021-05-14,,,,,230597.0,6141.0,0.01,142.9,people tested,186149.0,186149.0,,,34152.0,19.44,,,,80.46,,23893396
GNQ,Africa,Equatorial Guinea,2020-05-17,927.0,239.0,7.0,0.0,,,,,,,,,,,,45.19,22604.87,2.1,58.74,0.59,1674916
UGA,Africa,Uganda,2022-01-17,158743.0,0.0,3424.0,0.0,2284774.0,5538.0,0.09,11.4,tests performed,,,,,,54.63,213.76,1697.71,0.5,63.37,0.54,47249588
CHN,Asia,China,2021-01-06,96972.0,0.0,4791.0,0.0,,,0.0,263077.9,tests performed,,,,,,78.24,147.67,15308.71,4.34,76.91,0.76,1425887360
GIB,Europe,Gibraltar,2021-08-11,5101.0,0.0,95.0,0.0,,,,,,78528.0,39366.0,39162.0,,12.0,,3457.1,,,79.93,,32677
MOZ,Africa,Mozambique,2020-02-10,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,37.73,1136.1,0.7,60.85,0.46,32969520
TCA,North America,Turks and Caicos Islands,2023-08-18,6646.0,0.0,39.0,0.0,,,,,,,,,,,,37.31,,,80.22,,45726
SRB,Europe,Serbia,2021-02-12,406352.0,0.0,4112.0,0.0,2753786.0,11699.0,0.17,5.9,people tested,836287.0,710138.0,126149.0,,,56.48,80.29,14048.88,5.61,76.0,0.81,6871547
CUB,North America,Cuba,2023-04-02,1112825.0,47.0,8530.0,0.0,,,,,,43864769.0,,,8714360.0,30.0,,110.41,,5.2,78.8,0.78,11212198
SXM,North America,Sint Maarten (Dutch part),2021-08-13,2891.0,0.0,34.0,0.0,,,,,,47084.0,24797.0,22287.0,,,,1209.09,36327.23,,78.95,,44192
CPV,Africa,Cape Verde,2022-01-21,53987.0,0.0,376.0,0.0,,,,,tests performed,,,,,,60.11,135.58,6222.55,2.1,72.98,0.66,593162
TCD,Africa,Chad,2022-03-24,7267.0,0.0,190.0,0.0,206951.0,,0.01,124.9,tests performed,,,,,,35.19,11.83,1768.15,,54.24,0.4,17723312
NRU,Oceania,Nauru,2023-10-28,5393.0,0.0,1.0,0.0,,,,,,,,,,,,682.45,12895.64,5.0,59.96,,12691
MHL,Oceania,Marshall Islands,2022-05-01,17.0,2.0,0.0,0.0,,,,,,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
CAN,North America,Canada,2021-08-04,1430483.0,0.0,26321.0,0.0,38713636.0,61348.0,0.02,59.0,tests performed,50201694.0,27202311.0,22991889.0,7494.0,167411.0,60.66,4.04,44017.59,2.5,82.43,0.93,38454328
SYC,Africa,Seychelles,2022-03-01,39342.0,0.0,163.0,0.0,,,,,,198120.0,84141.0,79921.0,,,56.48,208.35,26382.29,3.6,73.4,0.8,107135
SHN,Africa,Saint Helena,2023-05-01,2166.0,0.0,0.0,0.0,,,,,,,,,,,,,,,80.56,,5401
LCA,North America,Saint Lucia,2021-01-06,353.0,0.0,5.0,0.0,,,,,,,,,,,,293.19,12951.84,1.3,76.2,0.76,179872
SYR,Asia,Syria,2023-06-24,57423.0,0.0,3163.0,0.0,,,,,,,,,,,,,,1.5,72.7,0.57,22125242
EGY,Africa,Egypt,2021-03-18,190280.0,0.0,11256.0,0.0,,,,,,,,,,,48.15,98.0,10550.21,1.6,71.99,0.71,110990096
CAF,Africa,Central African Republic,2022-11-20,15324.0,6.0,113.0,0.0,,,,,,1838144.0,1748700.0,1658308.0,214090.0,,13.89,7.48,661.24,1.0,53.28,0.4,5579148
ISL,Europe,Iceland,2021-06-14,6611.0,0.0,30.0,0.0,407660.0,1384.0,,,tests performed,,,,,,37.96,3.4,46482.96,2.91,82.99,0.95,372903
KAZ,Asia,Kazakhstan,2020-01-10,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,6.68,24055.59,6.7,73.6,0.82,19397998
KGZ,Asia,Kyrgyzstan,2022-10-05,88048.0,0.0,1024.0,0.0,,,,,,3263961.0,1605772.0,1342300.0,,2389.0,11.11,32.33,3393.47,4.5,71.45,0.7,6630621
LSO,Africa,Lesotho,2024-02-15,36138.0,0.0,709.0,0.0,,,,,,,,,,,,73.56,2851.15,,54.33,0.53,2305826
CUW,North America,Curacao,2023-03-03,45786.0,0.0,301.0,0.0,,,,,,,,,,,,362.64,,,78.88,,191173
CAF,Africa,Central African Republic,2020-05-26,604.0,0.0,1.0,0.0,,,,,,,,,,,75.93,7.48,661.24,1.0,53.28,0.4,5579148
MOZ,Africa,Mozambique,2021-09-28,150494.0,0.0,1909.0,0.0,901901.0,1342.0,0.04,26.4,tests performed,,,,,,48.15,37.73,1136.1,0.7,60.85,0.46,32969520
NIU,Oceania,Niue,2022-07-10,24.0,4.0,0.0,0.0,,,,,,,,,,,,,,,73.71,,1952
RWA,Africa,Rwanda,2020-04-27,183.0,0.0,0.0,0.0,26391.0,1214.0,0.01,139.9,samples tested,,,,,,90.74,494.87,1854.21,,69.02,0.54,13776702
SLV,North America,El Salvador,2021-03-09,60800.0,0.0,1894.0,0.0,787142.0,2515.0,0.06,17.2,tests performed,,,,,,42.59,307.81,7292.46,1.3,73.32,0.67,6336393
BDI,Africa,Burundi,2024-07-20,54569.0,0.0,15.0,0.0,,,,,,,,,,,,423.06,702.22,0.8,61.58,0.43,12889583
TKM,Asia,Turkmenistan,2024-01-14,0.0,0.0,0.0,0.0,,,,,,,,,,,,12.25,16389.02,7.4,68.19,0.72,6430777
MLI,Africa,Mali,2022-11-06,32738.0,7.0,742.0,0.0,,,,,,3691170.0,2677304.0,2159202.0,,,25.0,15.2,2014.31,0.1,59.31,0.43,22593598
GNQ,Africa,Equatorial Guinea,2023-05-13,17130.0,0.0,183.0,0.0,,,,,,,,,,,,45.19,22604.87,2.1,58.74,0.59,1674916
HND,North America,Honduras,2023-09-02,472734.0,0.0,11114.0,0.0,,,,,,,,,,,,82.8,4541.8,0.7,75.27,0.63,10432858
LVA,Europe,Latvia,2020-12-03,16975.0,0.0,233.0,0.0,650021.0,8670.0,0.09,11.2,tests performed,,,,,,53.7,31.21,25063.85,5.57,75.29,0.87,1850654
IDN,Asia,Indonesia,2022-09-06,6372542.0,0.0,157647.0,0.0,,,,,,,,,,,29.96,145.72,11188.74,1.04,71.72,0.72,275501344
BOL,South America,Bolivia,2023-09-25,1208611.0,0.0,22383.0,0.0,,,,,,,,,,,,10.2,6885.83,1.1,71.51,0.72,12224114
